Direct Comparisons of Illumina vs. Roche 454 Sequencing Technologies on the Same Microbial Community DNA Sample	plos one	3.234
Hepatic insulin gene therapy prevents diabetic enteropathy in STZ-treated CD-1 mice	molecular therapy. methods & clinical development	NO IMPACT
Long-Term Differential Changes in Mouse Intestinal Metabolomics after γ and Heavy Ion Radiation Exposure	plos one	3.234
Liver Ischemic Preconditioning (IPC) Improves Intestinal Microbiota Following Liver Transplantation in Rats through 16s rDNA-Based Analysis of Microbial Structure Shift	plos one	3.234
Pretreatment of baicalin and wogonoside with glycoside hydrolase: A promising approach to enhance anticancer potential	oncology reports	2.301
Dissecting the in Vivo Metabolic Potential of Two Human Gut Acetogens*	the journal of biological chemistry	NO IMPACT
Evaluation of the Efficacy and Safety of a Marine-Derived Bacillus Strain for Use as an In-Feed Probiotic for Newly Weaned Pigs	plos one	3.234
Anti-Adhesive Activity of Cranberry Phenolic Compounds and Their Microbial-Derived Metabolites against Uropathogenic Escherichia coli in Bladder Epithelial Cell Cultures	international journal of molecular sciences	2.862
Microbiome and Asthma: What Have Experimental Models Already Taught Us?	journal of immunology research	Not Available
Oxidative metabolism enables Salmonella evasion of the NLRP3 inflammasome	the journal of experimental medicine	NO IMPACT
Probiotics to improve outcomes of colic in the community: Protocol for the Baby Biotics randomised controlled trial	bmc pediatrics	1.93
Antipsychotics and the gut microbiome: olanzapine-induced metabolic dysfunction is attenuated by antibiotic administration in the rat	translational psychiatry	5.62
Cost-benefit relation of diet and probiotics in iatrogenic bowel irregularity (IBI)	frontiers in pharmacology	3.802
Sulforaphane Bioavailability from Glucoraphanin-Rich Broccoli: Control by Active Endogenous Myrosinase	plos one	3.234
A Proton Pump Inhibitor’s Effect on Bone Metabolism Mediated by Osteoclast Action in Old Age: A Prospective Randomized Study	gut and liver	1.81
Intestinal Salmonella typhimurium Infection Leads to miR-29a Induced Caveolin 2 Regulation	plos one	3.234
Everyday Eating Experiences of Chocolate and Non-Chocolate Snacks Impact Postprandial Anxiety, Energy and Emotional States	nutrients	3.27
Clostridium difficile infection in the twenty-first century	emerging microbes & infections	2.258
Pathogens Best Paper Awards for 2015	pathogens	NO IMPACT
46Aging and Health - A System Biology Perspective	european journal of histochemistry : ejh	NO IMPACT
A High-Fat Diet Differentially Affects the Gut Metabolism and Blood Lipids of Rats Depending on the Type of Dietary Fat and Carbohydrate	nutrients	3.27
Sulfate-Reducing Microorganisms in Wetlands – Fameless Actors in Carbon Cycling and Climate Change	frontiers in microbiology	3.989
The Use of Functional MRI to Study Appetite Control in the CNS	experimental diabetes research	4.325
Generation of Mouse Small Intestinal Epithelial Cell Lines That Allow the Analysis of Specific Innate Immune Functions	plos one	3.234
Rapid cessation of acute diarrhea using a novel solution of bioactive polyphenols: a randomized trial in Nicaraguan children	peerj	2.112
Impacts of Gut Bacteria on Human Health and Diseases	international journal of molecular sciences	2.862
Anti-Inflammatory Activity of Fruit Fractions in Vitro, Mediated through Toll-Like Receptor 4 and 2 in the Context of Inflammatory Bowel Disease	nutrients	3.27
In-Depth Assessment of Within-Individual and Inter-Individual Variation in the B Cell Receptor Repertoire	frontiers in immunology	NO IMPACT
The human microbiome as a reservoir of antimicrobial resistance	frontiers in microbiology	3.989
The Potential of Chitosan and Its Derivatives in Prevention and Treatment of Age-Related Diseases	marine drugs	2.853
The effects of probiotic supplementation on lean body mass, strength, and power, and health indicators in resistance trained males: a pilot study	journal of the international society of sports nutrition	1.908
Influence of Sire Breed on the Interplay among Rumen Microbial Populations Inhabiting the Rumen Liquid of the Progeny in Beef Cattle	plos one	3.234
Trophic network architecture of root-associated bacterial communities determines pathogen invasion and plant health	nature communications	11.47
Commensal Clostridia: leading players in the maintenance of gut homeostasis	gut pathogens	2.281
Pattern Recognition via the Toll-Like Receptor System in the Human Female Genital Tract	mediators of inflammation	3.236
Diversity: From Diet to Flora to Life	global advances in health and medicine	NO IMPACT
The Effects of Pesticides on Queen Rearing and Virus Titers in Honey Bees (Apis mellifera L.)	insects	NO IMPACT
Lipopolysaccharides Facilitate Colonic Motor Alterations Associated to the Sensitization to a Luminal Antigen in Rats	journal of neurogastroenterology and motility	2.296
Microbiota of table olive fermentations and criteria of selection for their use as starters	frontiers in microbiology	3.989
Short Cut	gastroenterology and hepatology from bed to bench	NO IMPACT
Seven-Valent Pneumococcal Conjugate Vaccine and Nasopharyngeal Microbiota in Healthy Children	emerging infectious diseases	6.751
Anti-Retroviral Therapy Decreases but Does Not Normalize Indoleamine 2,3-Dioxygenase Activity in HIV-Infected Patients	plos one	3.234
Antibiotic-Driven Dysbiosis Mediates Intraluminal Agglutination and Alternative Segregation of Enterococcus faecium from the Intestinal Epithelium	mbio	6.786
Perturbation and restoration of the fathead minnow gut microbiome after low-level triclosan exposure	microbiome	NO IMPACT
Luminal-Applied Flagellin Is Internalized by Polarized Intestinal Epithelial Cells and Elicits Immune Responses via the TLR5 Dependent Mechanism	plos one	3.234
Enterohemorrhagic Escherichia coli senses low biotin status in the large intestine for colonization and infection	nature communications	11.47
Management of familial Mediterranean fever by colchicine does not normalize the altered profile of microbial long chain fatty acids in the human metabolome	frontiers in cellular and infection microbiology	3.719
Antibiotics in Early Life Alter the Gut Microbiome and Increase Disease Incidence in a Spontaneous Mouse Model of Autoimmune Insulin-Dependent Diabetes	plos one	3.234
Choice and Design of Adjuvants for Parenteral and Mucosal Vaccines	vaccines	NO IMPACT
Genome sequence of Anoxybacillus ayderensis AB04T isolated from the Ayder hot spring in Turkey	standards in genomic sciences	NO IMPACT
Dietary Intakes of Individual Flavanols and Flavonols Are Inversely Associated with Incident Type 2 Diabetes in European Populations123	the journal of nutrition	NO IMPACT
Bioactivity characterization of Lactobacillus strains isolated from dairy products	microbiologyopen	2.213
Alternative Dietary Fiber Sources in Companion Animal Nutrition	nutrients	3.27
Growth and metastasis of B16-F10 melanoma cells is not critically dependent on host CD73 expression in mice	bmc cancer	3.362
Safety assessment of a proprietary preparation of a novel Probiotic, Bacillus coagulans, as a food ingredient	food and chemical toxicology	2.895
The volatile microbiome	genome biology	10.81
Structural and functional characterization of NanU, a novel high-affinity sialic acid-inducible binding protein of oral and gut-dwelling Bacteroidetes species	biochemical journal	4.396
Vancomycin Treatment of Infective Endocarditis Is Linked with Recently Acquired Obesity	plos one	3.234
A single genus in the gut microbiome reflects host preference and specificity	the isme journal	NO IMPACT
Non-contiguous finished genome sequence and description of Bacteroides neonati sp. nov., a new species of anaerobic bacterium	standards in genomic sciences	NO IMPACT

					In Vitro Culture Conditions for Maintaining a Complex Population of Human Gastrointestinal Tract Microbiota	journal of biomedicine and biotechnology	3.169
The Suckling Rat as a Model for Immunonutrition Studies in Early Life	clinical and developmental immunology	NO IMPACT
Commensal Streptococcus salivarius Modulates PPARγ Transcriptional Activity in Human Intestinal Epithelial Cells	plos one	3.234
Determining the Diet of Larvae of Western Rock Lobster (Panulirus cygnus) Using High-Throughput DNA Sequencing Techniques	plos one	3.234
Survival and synergistic growth of mixed cultures of bifidobacteria and lactobacilli combined with prebiotic oligosaccharides in a gastrointestinal tract simulator	microbial ecology in health and disease	NO IMPACT
Site-specific O-Glycosylation on the MUC2 Mucin Protein Inhibits Cleavage by the Porphyromonas gingivalis Secreted Cysteine Protease (RgpB)*	the journal of biological chemistry	NO IMPACT
Wine, Beer, Alcohol and Polyphenols on Cardiovascular Disease and Cancer	nutrients	3.27
Plasmodium falciparum Mating Patterns and Mosquito Infectivity of Natural Isolates of Gametocytes	plos one	3.234
Identification of Metabolic Signatures Linked to Anti-Inflammatory Effects of Faecalibacterium prausnitzii	mbio	6.786
Optimization of Bone Health in Children before and after Renal Transplantation: Current Perspectives and Future Directions	frontiers in pediatrics	NO IMPACT
Rapid identification of high-confidence taxonomic assignments for metagenomic data	nucleic acids research	9.112
Boswellia serrata Preserves Intestinal Epithelial Barrier from Oxidative and Inflammatory Damage	plos one	3.234
Biogeography of the ecosystems of the healthy human body	genome biology	10.81
Phenotypic differentiation of gastrointestinal microbes is reflected in their encoded metabolic repertoires	microbiome	NO IMPACT
Monitoring immune modulation by nutrition in the general population:
identifying and substantiating effects on human health	the british journal of nutrition	NO IMPACT
Twin Studies of Atopic Dermatitis: Interpretations and Applications in the Filaggrin Era	journal of allergy	NO IMPACT
Use of colony-based bacterial strain typing for tracking the fate of Lactobacillus strains during human consumption	bmc microbiology	2.729
Antagonistic effect of Lactobacillus strains against gas-producing coliforms isolated from colicky infants	bmc microbiology	2.729
Modeling progressive non-alcoholic fatty liver disease in the laboratory mouse	mammalian genome	3.068
Genomic homeostasis is dysregulated in favour of apoptosis in the colonic epithelium of the azoxymethane treated rat	bmc physiology	NO IMPACT
The Mechanism of Enterohepatic Circulation in the Formation of Gallstone Disease	the journal of membrane biology	NO IMPACT
The Earth Microbiome Project: The Meeting Report for the 1st International Earth Microbiome Project Conference, Shenzhen, China, June 13th-15th 2011	standards in genomic sciences	NO IMPACT
Comparative Genomic, MicroRNA, and Tissue Analyses Reveal Subtle Differences between Non-Diabetic and Diabetic Foot Skin	plos one	3.234
Rumen Cellulosomics: Divergent Fiber-Degrading Strategies Revealed by Comparative Genome-Wide Analysis of Six Ruminococcal Strains	plos one	3.234
The Discovery, Distribution, and Evolution of Viruses Associated with Drosophila melanogaster	plos biology	9.343
Adélie Penguin Population Diet Monitoring by Analysis of Food DNA in Scats	plos one	3.234
Effect of Saccharomyces cerevisiae Fermentation Product on Lactation Performance and Lipopolysaccharide Concentration of Dairy Cows	asian-australasian journal of animal sciences	0.541

In Vivo and In Vitro Metabolites from the Main Diester and Monoester Diterpenoid Alkaloids in a Traditional Chinese Herb, the Aconitum Species	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Association of Fecal Microbial Diversity and Taxonomy with Selected Enzymatic Functions	plos one	3.234
Human Insulin Resistance Is Associated With Increased Plasma Levels of 12α-Hydroxylated Bile Acids	diabetes	8.095
In this issue of Gut Microbes	gut microbes	NO IMPACT
Bdellovibrio bacteriovorus HD100 guards against Pseudomonas tolaasii brown-blotch lesions on the surface of post-harvest Agaricus bisporus supermarket mushrooms	bmc microbiology	2.729
Differences in Susceptibility to Heat Stress along the Chicken Intestine and the Protective Effects of Galacto-Oligosaccharides	plos one	3.234
Maternal and congenital toxoplasmosis, currently available and novel therapies in horizon	frontiers in microbiology	3.989
Subtractive assembly for comparative metagenomics, and its application to type 2 diabetes metagenomes	genome biology	10.81
Intestinal lamina propria dendritic cells maintain T cell homeostasis but do not affect commensalism	the journal of experimental medicine	NO IMPACT
Prebiotic intake reduces the waking cortisol response and alters emotional bias in healthy volunteers	psychopharmacology	3.875
Social behavior and the microbiome	elife	9.322
The current trends and future perspectives of prebiotics research: a review	3 biotech	NO IMPACT
Mucosa-Associated Bacterial Diversity in Necrotizing Enterocolitis	plos one	3.234
Mining Virulence Genes Using Metagenomics	plos one	3.234
Introducing the thematic cluster	microbial ecology in health and disease	NO IMPACT
The Role of Microbial Amino Acid Metabolism in Host Metabolism	nutrients	3.27
Impact of perinatal antibiotic exposure on the infant gut microbiota at one year of age	allergy, asthma, and clinical immunology : official journal of the canadian society of allergy and clinical immunology	NO IMPACT
Associations between the human intestinal microbiota, Lactobacillus rhamnosus GG and serum lipids indicated by integrated analysis of high-throughput profiling data	peerj	2.112
Dihydrodaidzein-producing Clostridium-like intestinal
bacterium, strain TM-40, affects in vitro metabolism of daidzein by fecal
microbiota of human male equol producer and non-producers	bioscience and microflora	NO IMPACT
Gastric Expression of Plasminogen Activator Inhibitor (PAI)-1 Is Associated with Hyperphagia and Obesity in Mice	endocrinology	4.503
A Multi-Omic View of Host-Pathogen-Commensal Interplay in Salmonella-Mediated Intestinal Infection	plos one	3.234
The composition and stability of the vaginal microbiota of normal pregnant women is different from that of non-pregnant women	microbiome	NO IMPACT
Quinolone Resistance in Absence of Selective Pressure: The Experience of a Very Remote Community in the Amazon Forest	plos neglected tropical diseases	4.446
Mutations in the IMD Pathway and Mustard Counter Vibrio cholerae Suppression of Intestinal Stem Cell Division in Drosophila	mbio	6.786
Potential of Immunoglobulin A to Prevent Allergic Asthma	clinical and developmental immunology	NO IMPACT
Rye kernel breakfast increases satiety in the afternoon - an effect of food structure	nutrition journal	2.597
In the social amoeba Dictyostelium discoideum, density, not farming status, determines predatory success on unpalatable Escherichia coli	bmc microbiology	2.729
Diversity, function, and transcriptional regulation of gut innate lymphocytes	frontiers in immunology	NO IMPACT
Impact of Selection for Digestive Efficiency on Microbiota Composition in the Chicken	plos one	3.234
Prevalence of Chlamydial Infections in Fattening Pigs and Their Influencing Factors	plos one	3.234
Comparison of the Rhizosphere Bacterial Communities of Zigongdongdou Soybean and a High-Methionine Transgenic Line of This Cultivar	plos one	3.234
The Systemic Imprint of Growth and Its Uses in Ecological (Meta)Genomics	plos genetics	7.528
Infection with Soil-Transmitted Helminths Is Associated with Increased Insulin Sensitivity	plos one	3.234
An Insect Herbivore Microbiome with High Plant Biomass-Degrading Capacity	plos genetics	7.528
Moving pictures of the human microbiome	genome biology	10.81
Cultivation-Independent Methods Reveal Differences among Bacterial Gut Microbiota in Triatomine Vectors of Chagas Disease	plos neglected tropical diseases	4.446
Survey of Endosymbionts in the Diaphorina citri Metagenome and Assembly of a Wolbachia wDi Draft Genome	plos one	3.234
Selection in Coastal Synechococcus (Cyanobacteria) Populations Evaluated from Environmental Metagenomes	plos one	3.234
Association between Symptoms of Irritable Bowel Syndrome and Methane and Hydrogen on Lactulose Breath Test	journal of korean medical science	1.266
Intestinal microbiota composition after antibiotic treatment in early life: the INCA study	bmc pediatrics	1.93
Microbes Colonize a Baby’s Gut with Distinction Development of the Human Infant Intestinal Microbiota	plos biology	9.343
The addition of whole soy flour to cafeteria diet reduces metabolic risk markers in wistar rats	lipids in health and disease	2.219
Combining molecular evolution and environmental genomics to unravel adaptive processes of MHC class IIB diversity in European minnows (Phoxinus phoxinus)	ecology and evolution	2.32
Epigallocatechin-3-gallate (EGCG) for Clinical Trials: More Pitfalls than Promises?	international journal of molecular sciences	2.862
Benzyl Isothiocyanate, a Major Component from the Roots of Salvadora Persica Is Highly Active against Gram-Negative Bacteria	plos one	3.234
Understanding the Mysterious M2 Macrophage through Activation Markers and Effector Mechanisms	mediators of inflammation	3.236
Module-based functional pathway enrichment analysis of a protein-protein interaction network to study the effects of intestinal microbiota depletion in mice	molecular medicine reports	1.554
Cow’s milk allergy: evidence-based diagnosis and management for the practitioner	european journal of pediatrics	1.89
Pathogenesis of Crohn's disease	f1000prime reports	NO IMPACT
Osteopontin Deficiency Accelerates Spontaneous Colitis in Mice with Disrupted Gut Microbiota and Macrophage Phagocytic Activity	plos one	3.234
T Lymphocyte Dynamics in Inflammatory Bowel Diseases: Role of the Microbiome	biomed research international	1.579
An improved dimensionality reduction method for meta-transcriptome indexing based diseases classification	bmc systems biology	2.435
Hydrogen Peroxide Produced by Oral Streptococci Induces Macrophage Cell Death	plos one	3.234
Comparative genomics reveals distinct host-interacting traits of three major human-associated propionibacteria	bmc genomics	3.986
Paneth cell extrusion and release of antimicrobial products is directly controlled by immune cell–derived IFN-γ	the journal of experimental medicine	NO IMPACT
Microbes, the gut and ankylosing spondylitis	arthritis research & therapy	3.753
Systemic adaptation of lipid metabolism in response to low- and high-fat diet in Nile tilapia (Oreochromis niloticus)	physiological reports	NO IMPACT
The Overarching Influence of the Gut Microbiome on End-Organ Function: The Role of Live Probiotic Cultures	pharmaceuticals	NO IMPACT
Reduced diversity and increased virulence-gene carriage in intestinal enterobacteria of coeliac children	bmc gastroenterology	2.365
Effects of a Brown Beans Evening Meal on Metabolic Risk Markers and Appetite Regulating Hormones at a Subsequent Standardized Breakfast: A Randomized Cross-Over Study	plos one	3.234
Timing of Antibiotic Prophylaxis in Elective Caesarean Delivery: A Multi-Center Randomized Controlled Trial and Meta-Analysis	plos one	3.234
Natural environments, ancestral diets, and microbial ecology: is there a modern “paleo-deficit disorder”? Part II	journal of physiological anthropology	1.268
Epigenetic Codes Programing Class Switch Recombination	frontiers in immunology	NO IMPACT
IBDsite: a Galaxy-interacting, integrative database for supporting inflammatory bowel disease high throughput data analysis	bmc bioinformatics	2.576
Iron and Malaria Interactions: Programmatic Ways Forward12	advances in nutrition	4.709
Urinary Metabolite Profiling Offers Potential for Differentiation of Liver-Kidney Yin Deficiency and Dampness-Heat Internal Smoldering Syndromes in Posthepatitis B Cirrhosis Patients	evidence-based complementary and alternative medicine : ecam	NO IMPACT
HLA-B27 and Human β2-Microglobulin Affect the Gut Microbiota of Transgenic Rats	plos one	3.234
Metabolomics Reveals Metabolic Biomarkers of Crohn's Disease	plos one	3.234
Effects of Unfermented and Fermented Whole Grain Rye Crisp Breads Served as Part of a Standardized Breakfast, on Appetite and Postprandial Glucose and Insulin Responses: A Randomized Cross-over Trial	plos one	3.234
Long-Term Use of Probiotic-Containing Yogurts Is a Safe Way to Prevent Helicobacter pylori: Based on a Mongolian Gerbil's Model	biochemistry research international	NO IMPACT
Toll-like receptor 4 signaling in liver injury and hepatic fibrogenesis	fibrogenesis & tissue repair	NO IMPACT
Motility and Chemotaxis Mediate the Preferential Colonization of Gastric Injury Sites by Helicobacter pylori	plos pathogens	7.562
Patterns of Gut Bacterial Colonization in Three Primate Species	plos one	3.234
Excessive folate synthesis limits lifespan in the C. elegans: E. coli aging model	bmc biology	7.984
Genome sequence and comparative analysis of a Vibrio cholerae O139 strain E306 isolated from a cholera case in China	gut pathogens	2.281
Review: The Potential of the Common Bean (Phaseolus vulgaris) as a Vehicle for Iron Biofortification	nutrients	3.27
Genotyping of Clostridium perfringens isolated from healthy and diseased ostriches (Struthio camelus)	iranian journal of microbiology	NO IMPACT
Tolerance and the effect of high doses of wheat bran extract, containing arabinoxylan–oligosaccharides, and oligofructose on faecal output: a double-blind, randomised, placebo-controlled, cross-over trial	journal of nutritional science	NO IMPACT
Peripheral and Thymic Foxp3+ Regulatory T Cells in Search of Origin, Distinction, and Function	frontiers in immunology	NO IMPACT
Long-Lasting Effects of Early-Life Antibiotic Treatment and Routine Animal Handling on Gut Microbiota Composition and Immune System in Pigs	plos one	3.234
In Vivo Assessment of SMT19969 in a Hamster Model of Clostridium difficile Infection	antimicrobial agents and chemotherapy	4.476
Midgut transcriptome profiling of Anoplophora glabripennis, a lignocellulose degrading cerambycid beetle	bmc genomics	3.986
Anticancer and Anti-Inflammatory Properties of Chitin and Chitosan Oligosaccharides	journal of functional biomaterials	NO IMPACT
Mutations in the ELANE Gene are Associated with Development of Periodontitis in Patients with Severe Congenital Neutropenia	journal of clinical immunology	3.184
Increased proton pump inhibitor and NSAID exposure in irritable bowel syndrome: results from a case-control study	bmc gastroenterology	2.365
Frequency of Firmicutes and Bacteroidetes in gut microbiota in obese and normal weight Egyptian children and adults	archives of medical science : ams	NO IMPACT
Identification of differences in human and great ape phytanic acid metabolism that could influence gene expression profiles and physiological functions	bmc physiology	NO IMPACT
Increased frequency of intestinal CD4+ T cells reactive with mycobacteria in patients with Crohn's disease	scandinavian journal of gastroenterology	2.361
TLR5 Activation Induces Secretory Interleukin-1 Receptor Antagonist (sIL-1Ra) and Reduces Inflammasome-associated Tissue Damage	mucosal immunology	7.374
Comprehensive Meta-analysis of Ontology Annotated 16S rRNA Profiles Identifies Beta Diversity Clusters of Environmental Bacterial Communities	plos computational biology	4.62
Injury-stimulated Hedgehog signaling promotes regenerative proliferation of Drosophila intestinal stem cells	the journal of cell biology	NO IMPACT
Influences of Phytoncide Supplementation on Growth Performance, Nutrient Digestibility, Blood Profiles, Diarrhea Scores and Fecal Microflora Shedding in Weaning Pigs	asian-australasian journal of animal sciences	0.541
Lymphoma Caused by Intestinal Microbiota	international journal of environmental research and public health	2.063
In this issue of Mobile Genetic Elements	mobile genetic elements	NO IMPACT
Preconception maternal nutrition: a multi-site randomized controlled trial	bmc pregnancy and childbirth	2.19
Inhibitory effects of meju prepared with mixed starter cultures on azoxymethane and dextran sulfate sodium-induced colon carcinogenesis in mice	journal of carcinogenesis	NO IMPACT
Role of the Aryl Hydrocarbon Receptor in Colon Neoplasia	cancers	NO IMPACT
Altered Oral Viral Ecology in Association with Periodontal Disease	mbio	6.786
Effects of Long Term Antibiotic Therapy on Human Oral and Fecal Viromes	plos one	3.234
Antibiotics in the first week of life is a risk factor for allergic rhinitis at school age	pediatric allergy and immunology	3.397
Pseudomonas spp. as models for plant-microbe interactions	frontiers in plant science	3.948
MHCII glycosylation modulates Bacteroides fragilis carbohydrate antigen presentation	the journal of experimental medicine	NO IMPACT
Lactobacillus reuteri I5007 modulates tight junction protein expression in IPEC-J2 cells with LPS stimulation and in newborn piglets under normal conditions	bmc microbiology	2.729
p38α signaling programs dendritic cells to drive TH17 cell differentiation and autoimmune inflammation	nature immunology	20.004
Salmonella Typhimurium's Transthyretin-Like Protein Is a Host-Specific Factor Important in Fecal Survival in Chickens	plos one	3.234
The “Most Wanted” Taxa from the Human Microbiome for Whole Genome Sequencing	plos one	3.234
Gut Microbiota and the Paradox of Cancer Immunotherapy	frontiers in immunology	NO IMPACT
Food Poisoning and Staphylococcus aureus Enterotoxins	toxins	2.938
Potential core species and satellite species in the bacterial community within the rabbit caecum	fems microbiology ecology	3.568
Helicobacter pylori Resists the Antimicrobial Activity of Calprotectin via Lipid A Modification and Associated Biofilm Formation	mbio	6.786
Novel Device to Sample the Esophageal Microbiome—The Esophageal String Test	plos one	3.234
A Randomized Double Blind Controlled Safety Trial Evaluating d-Lactic Acid Production in Healthy Infants Fed a Lactobacillus reuteri-containing Formula	nutrition and metabolic insights	NO IMPACT
Proteomics as the final step in the functional metagenomics study of antimicrobial resistance	frontiers in microbiology	3.989
A randomized controlled trial investigating the neurocognitive effects of Lacprodan® PL-20, a phospholipid-rich milk protein concentrate, in elderly participants with age-associated memory impairment: the Phospholipid Intervention for Cognitive Ageing Reversal (PLICAR): study protocol for a randomized controlled trial	trials	1.731
Efficacy of eleven antimicrobials against a gregarine parasite (Apicomplexa: Protozoa)	annals of clinical microbiology and antimicrobials	2.189
Peculiarities of Enhancing Resistant Starch in Ruminants Using Chemical Methods: Opportunities and Challenges	nutrients	3.27
GH10 xylanase D from Penicillium funiculosum: biochemical studies and xylooligosaccharide production	microbial cell factories	4.221
Prevalence of systemic immunoreactivity to Aggregatibacter actinomycetemcomitans leukotoxin in relation to the incidence of myocardial infarction	bmc infectious diseases	2.613
The Highly Virulent 2006 Norwegian EHEC O103:H25 Outbreak Strain Is Related to the 2011 German O104:H4 Outbreak Strain	plos one	3.234
Intestinal Microbial Variation May Predict Early Acute Rejection after Liver Transplantation in Rats	transplantation	3.828
Bygiene: The New Paradigm of Bidirectional Hygiene	the yale journal of biology and medicine	NO IMPACT
Antibiotic growth promoters enhance animal production by targeting intestinal bile salt hydrolase and its producers	frontiers in microbiology	3.989
Dietary carbohydrate source influences molecular fingerprints of the rat faecal microbiota	bmc microbiology	2.729
Perinatal Pet Exposure, Faecal Microbiota, and Wheezy Bronchitis: Is There a Connection?	isrn allergy	NO IMPACT
The Role of TOX in the Development of Innate Lymphoid Cells	mediators of inflammation	3.236
Characterization of Antibiotic Resistance Gene Abundance and Microbiota Composition in Feces of Organic and Conventional Pigs from Four EU Countries	plos one	3.234
Wine consumption and intestinal redox homeostasis	redox biology	NO IMPACT
Refractory Clostridium difficile Infection Cured With Fecal Microbiota Transplantation in Vancomycin-Resistant Enterococcus Colonized Patient	intestinal research	NO IMPACT
The Health Advantage of a Vegan Diet: Exploring the Gut Microbiota Connection	nutrients	3.27
Respiratory syncytial virus: current and emerging treatment options	clinicoeconomics and outcomes research: ceor	NO IMPACT
Modeling a microbial community and biodiversity assay with OBO Foundry ontologies: the interoperability gains of a modular approach	database: the journal of biological databases and curation	NO IMPACT
Toll-like 4 receptor inhibitor TAK-242 decreases neuroinflammation in rat brain frontal cortex after stress	journal of neuroinflammation	5.408
Comparative Genome Analysis of Megasphaera sp. Reveals Niche Specialization and Its Potential Role in the Human Gut	plos one	3.234
Increased Risk of Colorectal Cancer in Type 2 Diabetes Is Independent of Diet Quality	plos one	3.234
Comparison of two oral probiotic preparations in a randomized crossover trial highlights a potentially beneficial effect of Lactobacillus paracasei NCC2461 in patients with allergic rhinitis	clinical and translational allergy	NO IMPACT
Complex Carbohydrate Utilization by the Healthy Human Microbiome	plos one	3.234
Type 2 Diabetes Biomarkers of Human Gut Microbiota Selected via Iterative Sure Independent Screening Method	plos one	3.234
The effect of a commercial probiotic drink containing Lactobacillus casei strain Shirota on oral health in healthy dentate people	microbial ecology in health and disease	NO IMPACT
Mechanisms of Microbe–Host Interaction in Crohn’s Disease: Dysbiosis vs. Pathobiont Selection	frontiers in immunology	NO IMPACT
Non-contiguous finished genome sequence of Bacteroides coprosuis type strain (PC139T)	standards in genomic sciences	NO IMPACT
Probiotic supplementation affects markers of intestinal barrier, oxidation, and inflammation in trained men; a randomized, double-blinded, placebo-controlled trial	journal of the international society of sports nutrition	1.908
Evaluation of fecal microorganisms of children with cleft palate before and after palatoplasty	brazilian journal of microbiology	0.592
Neutrophil Elastase Alters the Murine Gut Microbiota Resulting in Enhanced Salmonella Colonization	plos one	3.234
Draft Genome Sequence of Bifidobacterium animalis subsp. lactis Strain CECT 8145, Able To Improve Metabolic Syndrome In Vivo	genome announcements	NO IMPACT
Sec13 Regulates Expression of Specific Immune Factors Involved in Inflammation In Vivo	scientific reports	5.578
Smell and Taste in Inflammatory Bowel Disease	plos one	3.234
Elucidation of Pathways Driving Asthma Pathogenesis: Development of a Systems-Level Analytic Strategy	frontiers in immunology	NO IMPACT
Metabotyping of Long-Lived
Mice using 1H NMR Spectroscopy	journal of proteome research	4.245
The environment within: how gut microbiota may influence metabolism and body composition	diabetologia	6.671
A Direct PCR Approach to Accelerate Analyses of Human-Associated Microbial Communities	plos one	3.234
The Natural Antimicrobial Enzyme Lysozyme is Up-Regulated in Gastrointestinal Inflammatory Conditions	pathogens	NO IMPACT
A Selected Lactobacillus rhamnosus Strain Promotes EGFR-Independent Akt Activation in an Enterotoxigenic Escherichia coli K88-Infected IPEC-J2 Cell Model	plos one	3.234
Characterization of a chemostable serine alkaline protease from Periplaneta americana	bmc biochemistry	1.438
NAST: a multiple sequence alignment server for comparative analysis of 16S rRNA genes	nucleic acids research	9.112
Antibiotics influence the toxicity of the delta endotoxins of Bacillus thuringiensis towards the cotton bollworm, Helicoverpa armigera	bmc microbiology	2.729
Routine Habitat Change: A Source of Unrecognized Transient Alteration of Intestinal Microbiota in Laboratory Mice	plos one	3.234
The Intestinal Microbiome in Early Life: Health and Disease	frontiers in immunology	NO IMPACT
Performance, Accuracy, and Web Server for Evolutionary Placement of Short Sequence Reads under Maximum Likelihood	systematic biology	14.387
Oral pathobiont induces systemic inflammation and metabolic changes associated with alteration of gut microbiota	scientific reports	5.578
Phlorotannins from Alaskan Seaweed Inhibit Carbolytic Enzyme Activity	marine drugs	2.853
LAB-Secretome: a genome-scale comparative analysis of the predicted extracellular and surface-associated proteins of Lactic Acid Bacteria	bmc genomics	3.986
Probiotics and oral health	national journal of maxillofacial surgery	NO IMPACT
Infectious Diseases in Children and Body Mass Index in Young Adults	emerging infectious diseases	6.751
Genome sequence of adherent-invasive Escherichia coli and comparative genomic analysis with other E. coli pathotypes	bmc genomics	3.986
The mechanism for microsporidian parasite suppression of the hindgut bacteria of the migratory locust Locusta migratoria manilensis	scientific reports	5.578
Immunity in Society: Diverse Solutions to Common Problems Social Transfer of Pathogenic Fungus Promotes Active Immunisation in Ant Colonies	plos biology	9.343
Isotretinoin Exposure and Risk of Celiac Disease	plos one	3.234
An Altered Gut Microbiome Profile in a Child Affected by Crohn's Disease Normalized After Nutritional Therapy	the american journal of gastroenterology	NO IMPACT
MetaID: A novel method for identification and quantification of metagenomic
samples	bmc genomics	3.986
